Proteome_ID	tree_tip_label	Tax_ID	species	Proteome Size	busco_score	busco_dataset	pfam_domains_present	KEGG_pathways_present	Reactome_pathways_present	habitat	cellularity	superkingdom	kingdom	phylum	subphylum	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	model_organism
UP000001062	MARM1	717774	Marinomonas mediterranea	4118	100	bacteria_odb12	2318	47.15656227556101	35.4344231265256	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Oceanospirillales	NA	NA	Oceanospirillaceae	NA	Marinomonas	n
UP000000466	SIMAS	1117647	Simiduia agarivorans	3812	98.3	bacteria_odb12	2356	0	34.12130266547669	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Cellvibrionales	NA	NA	Cellvibrionaceae	NA	Simiduia	n
UP000001231	KANKD	523791	Kangiella koreensis	2630	99.1	bacteria_odb12	1933	35.08446614008049	26.064297200723267	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Oceanospirillales	NA	NA	Kangiellaceae	NA	Kangiella	n
UP000006843	PSEHT	326442	Pseudoalteromonas translucida	3484	99.1	bacteria_odb12	2295	41.57510485123839	30.105388433456483	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Alteromonadales	NA	NA	Pseudoalteromonadaceae	NA	Pseudoalteromonas	n
UP000001171	IDILO	283942	Idiomarina loihiensis	2608	100	bacteria_odb12	2003	35.55660180395383	21.466365307475595	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Alteromonadales	NA	NA	Idiomarinaceae	NA	Idiomarina	n
UP000006683	FERBD	550540	Ferrimonas balearica	3781	100	bacteria_odb12	2391	43.09887153791986	34.502845315431884	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Alteromonadales	NA	NA	Ferrimonadaceae	NA	Ferrimonas	n
UP000003627	VIBSN	701176	Vibrio sp. N418	4028	99.1	bacteria_odb12	2467	0	29.604758395250837	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Vibrionales	NA	NA	Vibrionaceae	NA	Vibrio	n
UP000000639	PSYIN	357804	Psychromonas ingrahamii	3530	100	bacteria_odb12	2364	43.29635661237105	26.948231925783812	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Alteromonadales	NA	NA	Psychromonadaceae	NA	Psychromonas	n
UP000009073	TOLAT	595494	Tolumonas auensis	3126	99.1	bacteria_odb12	2192	37.976437190174664	20.371870097069237	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Aeromonadales	NA	NA	Aeromonadaceae	NA	Tolumonas	n
UP000002427	BAUCH	374463	Candidatus Baumannia cicadellinicola	595	86.2	bacteria_odb12	771	15.154488769977442	10.574581865747792	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	NA	NA	NA	NA	NA	NA	n
UP000000815	YERPE	632	Yersinia pestis	3904	100	bacteria_odb12	2555	44.38686164472365	25.0293151906128	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Enterobacterales	NA	NA	Yersiniaceae	NA	Yersinia	n
UP000008075	XENNA	406817	Xenorhabdus nematophila	4439	97.4	bacteria_odb12	2382	41.35342115572702	24.8809986079425	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Enterobacterales	NA	NA	Morganellaceae	NA	Xenorhabdus	n
UP000006859	DICD3	198628	Dickeya dadantii	4532	100	bacteria_odb12	2596	45.88959589297414	22.054129692556288	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Enterobacterales	NA	NA	Pectobacteriaceae	NA	Dickeya	n
UP000001702	PANAM	706191	Pantoea ananatis	4241	99.1	bacteria_odb12	2586	45.7066814734526	22.525639790362625	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Enterobacterales	NA	NA	Erwiniaceae	NA	Pantoea	n
UP000000625	ECOLI	83333	Escherichia coli	4391	100	bacteria_odb12	2766	48.44048248439649	24.605226733812547	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Enterobacterales	NA	NA	Enterobacteriaceae	NA	Escherichia	y
UP000001889	CITRI	637910	Citrobacter rodentium	4792	99.1	bacteria_odb12	2875	44.9465593092394	23.32564737723229	NA	NA	Bacteria	NA	Proteobacteria	NA	Gammaproteobacteria	NA	NA	Enterobacterales	NA	NA	Enterobacteriaceae	NA	Citrobacter	n
UP000002030	THEAS	525903	Thermanaerovibrio acidaminovorans	1737	94	bacteria_odb12	1421	32.43870648359487	15.499065084746006	NA	NA	Bacteria	NA	Synergistetes	NA	Synergistia	NA	NA	Synergistales	NA	NA	Synergistaceae	NA	Thermanaerovibrio	n
UP000007719	DICTD	515635	Dictyoglomus turgidum	1743	94	bacteria_odb12	1394	27.920651510983756	14.935665282191964	NA	NA	Bacteria	NA	Dictyoglomi	NA	Dictyoglomia	NA	NA	Dictyoglomales	NA	NA	Dictyoglomaceae	NA	Dictyoglomus	n
UP000001732	COPPD	309798	Coprothermobacter proteolyticus	1481	85.3	bacteria_odb12	1160	24.463870128379142	14.506712079340936	NA	NA	Bacteria	NA	Coprothermobacterota	NA	Coprothermobacteria	NA	NA	Coprothermobacterales	NA	NA	Coprothermobacteraceae	NA	Coprothermobacter	n
UP000002382	KOSOT	521045	Kosmotoga olearia	2087	89.7	bacteria_odb12	1385	28.33919325459788	18.277667345918335	NA	NA	Bacteria	NA	Thermotogae	NA	Thermotogae	NA	NA	Kosmotogales	NA	NA	Kosmotogaceae	NA	Kosmotoga	n
UP000007161	MARPK	443254	Marinitoga piezophila	2044	91.4	bacteria_odb12	1400	27.387770150768855	18.33257658139882	NA	NA	Bacteria	NA	Thermotogae	NA	Thermotogae	NA	NA	Petrotogales	NA	NA	Petrotogaceae	NA	Marinitoga	n
UP000008183	THEMA	243274	Thermotoga maritima	1852	96.6	bacteria_odb12	1433	29.92406237900212	15.642823273565426	NA	NA	Bacteria	NA	Thermotogae	NA	Thermotogae	NA	NA	Thermotogales	NA	NA	Thermotogaceae	NA	Thermotoga	n
UP000001110	THEM4	391009	Thermosipho melanesiensis	1877	92.2	bacteria_odb12	1379	27.435080929778508	16.45275647122912	NA	NA	Bacteria	NA	Thermotogae	NA	Thermotogae	NA	NA	Thermotogales	NA	NA	Fervidobacteriaceae	NA	Thermosipho	n
UP000000417	SYMTH	292459	Symbiobacterium thermophilum	3313	100	bacteria_odb12	1884	39.568938963377704	19.411275367134998	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Symbiobacteriaceae	NA	Symbiobacterium	n
UP000005439	SULAD	679936	Sulfobacillus acidophilus	3444	96.6	bacteria_odb12	1739	45.225250921341015	25.574673951314395	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Clostridiales Family XVII. Incertae Sedis	NA	Sulfobacillus	n
UP000002368	KYRT2	562970	Kyrpidia tusciae	3135	99.1	bacteria_odb12	1898	44.625559526793005	21.838409884552462	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Alicyclobacillaceae	NA	Kyrpidia	n
UP000001877	BREBN	358681	Brevibacillus brevis	5887	100	bacteria_odb12	2513	48.62801896433735	31.639484106020543	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Paenibacillaceae	NA	Brevibacillus	n
UP000000271	BACIE	439292	[Bacillus] selenitireducens	3231	100	bacteria_odb12	2041	0	20.25139355954108	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Sporolactobacillaceae	NA	NA	n
UP000000716	EXISA	360911	Exiguobacterium sp. AT1b	3020	99.1	bacteria_odb12	1861	35.87519050600601	20.65910073923865	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	NA	NA	Exiguobacterium	n
UP000001570	BACSU	224308	Bacillus subtilis	4260	100	bacteria_odb12	2397	43.16217530474411	21.576509695649502	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Bacillaceae	NA	Bacillus	y
UP000000935	BACMQ	545693	Priestia megaterium	5606	100	bacteria_odb12	2508	45.88710116286487	26.734823898554907	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Bacillaceae	NA	Priestia	n
UP000006691	SOLSS	1002809	Solibacillus silvestris	3812	95.7	bacteria_odb12	2086	38.63867608467205	23.85205806379644	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Planococcaceae	NA	Solibacillus	n
UP000008816	STAA8	93061	Staphylococcus aureus	2889	98.3	bacteria_odb12	1776	34.17724230186966	19.38233918849734	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Staphylococcaceae	NA	Staphylococcus	y
UP000001383	MACCJ	458233	Macrococcus caseolyticus	2059	94	bacteria_odb12	1622	29.218193776064	17.293469509933804	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Staphylococcaceae	NA	Macrococcus	n
UP000000817	LISMO	169963	Listeria monocytogenes	2844	100	bacteria_odb12	1836	33.2005137077527	22.50636529504184	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Bacillales	NA	NA	Listeriaceae	NA	Listeria	n
UP000008129	AERUA	866775	Aerococcus urinae	1684	90.5	bacteria_odb12	1281	24.625070091212503	13.478724391525828	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Lactobacillales	NA	NA	Aerococcaceae	NA	Aerococcus	n
UP000002663	TETHN	945021	Tetragenococcus halophilus	2507	94	bacteria_odb12	1593	28.263971360692164	18.6603016496266	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Lactobacillales	NA	NA	Enterococcaceae	NA	Tetragenococcus	n
UP000002196	LACLA	272623	Lactococcus lactis	2225	96.6	bacteria_odb12	1510	30.046609634412913	18.36351093614629	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Lactobacillales	NA	NA	Streptococcaceae	NA	Lactococcus	n
UP000051992	WEIVI	1629	Weissella viridescens	1462	94	bacteria_odb12	1158	21.654045454612056	13.358623564496588	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Lactobacillales	NA	NA	Leuconostocaceae	NA	Weissella	n
UP000002707	LACSS	314315	Latilactobacillus sakei	1872	95.7	bacteria_odb12	1341	22.019753018937227	13.470214296764704	NA	NA	Bacteria	NA	Firmicutes	NA	Bacilli	NA	NA	Lactobacillales	NA	NA	Lactobacillaceae	NA	Latilactobacillus	n
UP000011124	SELS3	546271	Selenomonas sputigena	2243	98.3	bacteria_odb12	1688	31.97833129014713	16.543304115982497	NA	NA	Bacteria	NA	Firmicutes	NA	Negativicutes	NA	NA	Selenomonadales	NA	NA	Selenomonadaceae	NA	Selenomonas	n
UP000007093	ACIIR	568816	Acidaminococcus intestini	2386	94	bacteria_odb12	1511	29.54787664746573	14.084291775328003	NA	NA	Bacteria	NA	Firmicutes	NA	Negativicutes	NA	NA	Acidaminococcales	NA	NA	Acidaminococcaceae	NA	Acidaminococcus	n
UP000001968	SYNWW	335541	Syntrophomonas wolfei	2473	97.4	bacteria_odb12	1725	30.348526980532096	12.722730771823382	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Syntrophomonadaceae	NA	Syntrophomonas	n
UP000008550	HELMI	498761	Heliobacterium modesticaldum	2924	100	bacteria_odb12	1793	0	19.535007647275286	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Heliobacteriaceae	NA	Heliobacterium	n
UP000005262	DESMD	768704	Desulfosporosinus meridiei	4340	99.1	bacteria_odb12	2150	41.91204217905043	22.469689365736684	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Peptococcaceae	NA	Desulfosporosinus	n
UP000001683	NATTJ	457570	Natranaerobius thermophilus	2847	97.4	bacteria_odb12	1802	33.43798372678047	44.77074369787348	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Natranaerobiales	NA	NA	Natranaerobiaceae	NA	Natranaerobius	n
UP000000719	HALOH	373903	Halothermothrix orenii	2324	99.1	bacteria_odb12	1774	31.02815317852976	13.665313008426777	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Halanaerobiales	NA	NA	Halanaerobiaceae	NA	Halothermothrix	n
UP000010880	HALHC	748449	Halobacteroides halobius	2452	99.1	bacteria_odb12	1786	32.1871511023963	33.44925606150147	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Halanaerobiales	NA	NA	Halobacteroidaceae	NA	Halobacteroides	n
UP000000272	THEOJ	555079	Thermosediminibacter oceani	2151	100	bacteria_odb12	1680	29.727756662689124	15.468636995623486	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Thermosediminibacterales	NA	NA	Thermosediminibacteraceae	NA	Thermosediminibacter	n
UP000010802	TEPAE	1209989	Tepidanaerobacter acetatoxydans	2640	93.1	bacteria_odb12	1778	33.38002209094846	16.437187117019096	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Thermosediminibacterales	NA	NA	Tepidanaerobacteraceae	NA	Tepidanaerobacter	n
UP000002156	THEP3	340099	Thermoanaerobacter pseudethanolicus	2193	98.3	bacteria_odb12	1747	32.55058705842671	15.228020744216556	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Thermoanaerobacterales	NA	NA	Thermoanaerobacteraceae	NA	Thermoanaerobacter	n
UP000008457	MAHA5	697281	Mahella australiensis	2858	98.3	bacteria_odb12	1771	32.031800551491315	13.921749288673837	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Thermoanaerobacterales	NA	NA	Thermoanaerobacterales Family IV. Incertae Sedis	NA	Mahella	n
UP000006889	CALOW	632518	Caldicellulosiruptor owensensis	2133	99.1	bacteria_odb12	1637	29.009052979678494	15.042918354600758	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Thermoanaerobacterales	NA	NA	Thermoanaerobacterales Family III. Incertae Sedis	NA	Caldicellulosiruptor	n
UP000005435	HUNCD	720554	Hungateiclostridium clariflavum	3774	100	bacteria_odb12	2018	0	21.150407648448407	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Hungateiclostridiaceae	NA	Hungateiclostridium	n
UP000001551	ETHHY	663278	Ethanoligenens harbinense	2663	96.6	bacteria_odb12	1710	31.744440611592427	18.78970885292467	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Ruminococcaceae	NA	Ethanoligenens	n
UP000005219	OSCVS	693746	Oscillibacter valericigenes	4593	95.7	bacteria_odb12	1869	33.60940467923279	18.747637229331513	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Oscillospiraceae	NA	Oscillibacter	n
UP000001299	BUTPB	515622	Butyrivibrio proteoclasticus	3799	98.3	bacteria_odb12	1796	30.75631774116091	21.052780858337968	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Lachnospiraceae	NA	Butyrivibrio	n
UP000007177	ACEWD	931626	Acetobacterium woodii	3445	93.1	bacteria_odb12	1864	35.601335031210944	16.956873928501583	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Eubacteriaceae	NA	Acetobacterium	n
UP000008220	CLONN	386415	Clostridium novyi	2305	97.4	bacteria_odb12	1698	28.73829461896091	16.27697003610559	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Clostridiaceae	NA	Clostridium	n
UP000006094	GOTA9	1128398	Gottschalkia acidurici	2839	94	bacteria_odb12	1745	29.551087329802982	13.84304755364735	NA	NA	Bacteria	NA	Firmicutes	NA	Tissierellia	NA	NA	Tissierellales	NA	NA	Gottschalkiaceae	NA	Gottschalkia	n
UP000007468	FILAD	546269	Filifactor alocis	1616	96.6	bacteria_odb12	1262	19.07067136221654	14.016326835447202	NA	NA	Bacteria	NA	Firmicutes	NA	Clostridia	NA	NA	Clostridiales	NA	NA	Peptostreptococcaceae	NA	Filifactor	n
UP000001319	FINM2	334413	Finegoldia magna	1813	96.6	bacteria_odb12	1350	19.940463747283108	12.82600760081984	NA	NA	Bacteria	NA	Firmicutes	NA	Tissierellia	NA	NA	Tissierellales	NA	NA	Peptoniphilaceae	NA	Finegoldia	n
UP000000557	GLOVI	251221	Gloeobacter violaceus	4406	97.4	bacteria_odb12	2094	41.40403879514819	29.230270385914924	NA	NA	Bacteria	NA	Cyanobacteria	NA	Gloeobacteria	NA	NA	Gloeobacterales	NA	NA	Gloeobacteraceae	NA	Gloeobacter	n
UP000001422	SYNPX	84588	Synechococcus sp. WH 8102	2512	98.3	bacteria_odb12	1615	0	42.737667852360275	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Synechococcales	NA	NA	Synechococcaceae	NA	Synechococcus	n
UP000001430	PROM0	167546	Prochlorococcus marinus	1906	94	bacteria_odb12	1332	30.59894379242579	19.745846735358693	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Synechococcales	NA	NA	Prochloraceae	NA	Prochlorococcus	n
UP000010366	CHAP6	1173020	Chamaesiphon minutus	5815	94.8	bacteria_odb12	2339	42.273347424767955	28.598871913133582	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Synechococcales	NA	NA	Chamaesiphonaceae	NA	Chamaesiphon	n
UP000010480	CYAAP	755178	Cyanobacterium aponinum	3415	94.8	bacteria_odb12	1998	38.24352967711315	26.11793970299559	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	Oscillatoriophycideae	NA	Chroococcales	NA	NA	Cyanobacteriaceae	NA	Cyanobacterium	n
UP000001425	SYNY3	1111708	Synechocystis sp. PCC 6803	3507	97.4	bacteria_odb12	1986	39.47760995740108	28.574406238014017	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Synechococcales	NA	NA	Merismopediaceae	NA	Synechocystis	n
UP000010473	STAC7	111780	Stanieria cyanosphaera	4751	97.4	bacteria_odb12	2205	42.601162696656424	30.88338657330299	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Pleurocapsales	NA	NA	Dermocarpellaceae	NA	Stanieria	n
UP000008204	RIPO1	41431	Rippkaea orientalis	4335	98.3	bacteria_odb12	2177	42.150450838836434	29.632050903137717	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	Oscillatoriophycideae	NA	Chroococcales	NA	NA	Aphanothecaceae	NA	Rippkaea	n
UP000001510	MICAN	449447	Microcystis aeruginosa	5981	97.4	bacteria_odb12	2079	41.47700715007137	44.0418750452088	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	Oscillatoriophycideae	NA	Chroococcales	NA	NA	Microcystaceae	NA	Microcystis	n
UP000002511	CYAP4	395961	Cyanothece sp. PCC 7425	5232	97.4	bacteria_odb12	2321	42.39696217927454	28.589158254440164	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	Oscillatoriophycideae	NA	Oscillatoriales	NA	NA	Cyanothecaceae	NA	Cyanothece	n
UP000000268	ACAM1	329726	Acaryochloris marina	8172	97.4	bacteria_odb12	2420	45.60444681145736	37.45991813182133	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Synechococcales	NA	NA	Acaryochloridaceae	NA	Acaryochloris	n
UP000001511	NOSA0	551115	Trichormus azollae	3646	95.7	bacteria_odb12	1813	35.66701038839537	24.406446126834243	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Nostocales	NA	NA	Nostocaceae	NA	Trichormus	n
UP000010384	CHRTP	251229	Chroococcidiopsis thermalis	5740	96.6	bacteria_odb12	2395	0	33.77991466783561	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	NA	NA	Chroococcidiopsidales	NA	NA	Chroococcidiopsidaceae	NA	Chroococcidiopsis	n
UP000000737	LYNSP	313612	Lyngbya sp. PCC 8106	6110	95.7	bacteria_odb12	2340	0	53.626407088605475	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	Oscillatoriophycideae	NA	Oscillatoriales	NA	NA	Oscillatoriaceae	NA	Lyngbya	n
UP000006803	ARTPN	696747	Arthrospira platensis	6009	96.6	bacteria_odb12	2147	40.50040637899743	30.63593456195396	NA	NA	Bacteria	NA	Cyanobacteria	NA	NA	Oscillatoriophycideae	NA	Oscillatoriales	NA	NA	Microcoleaceae	NA	Arthrospira	n
UP000014227	CHTCT	1303518	Chthonomonas calidirosea	2809	94	bacteria_odb12	1722	38.82171567993104	31.551546474643132	NA	NA	Bacteria	NA	Armatimonadetes	NA	Chthonomonadetes	NA	NA	Chthonomonadales	NA	NA	Chthonomonadaceae	NA	Chthonomonas	n
UP000008289	DEHM1	243164	Dehalococcoides mccartyi	1502	96.6	bacteria_odb12	1133	21.346144089261575	12.240706307713735	NA	NA	Bacteria	NA	Chloroflexi	NA	Dehalococcoidia	NA	NA	Dehalococcoidales	NA	NA	Dehalococcoidaceae	NA	Dehalococcoides	n
UP000002349	DEHLB	552811	Dehalogenimonas lykanthroporepellens	1619	95.7	bacteria_odb12	1252	23.765396736879477	21.714734989584127	NA	NA	Bacteria	NA	Chloroflexi	NA	Dehalococcoidia	NA	NA	NA	NA	NA	NA	NA	Dehalogenimonas	n
UP000002027	SPHTD	479434	Sphaerobacter thermophilus	3471	94.8	bacteria_odb12	1813	41.84564675635141	24.00215022587791	NA	NA	Bacteria	NA	Chloroflexi	NA	Thermomicrobia	Sphaerobacteridae	NA	Sphaerobacterales	Sphaerobacterineae	NA	Sphaerobacteraceae	NA	Sphaerobacter	n
UP000007880	CALAS	926550	Caldilinea aerophila	4097	93.1	bacteria_odb12	1992	47.57667890638371	28.658801605026184	NA	NA	Bacteria	NA	Chloroflexi	NA	Caldilineae	NA	NA	Caldilineales	NA	NA	Caldilineaceae	NA	Caldilinea	n
UP000008922	ANATU	926569	Anaerolinea thermophila	3110	94	bacteria_odb12	1747	36.28898323223977	27.024824524799968	NA	NA	Bacteria	NA	Chloroflexi	NA	Anaerolineae	NA	NA	Anaerolineales	NA	NA	Anaerolineaceae	NA	Anaerolinea	n
UP000000787	HERA2	316274	Herpetosiphon aurantiacus	5254	96.6	bacteria_odb12	2180	43.54532440040419	31.95394321163559	NA	NA	Bacteria	NA	Chloroflexi	NA	Chloroflexia	NA	NA	Herpetosiphonales	NA	NA	Herpetosiphonaceae	NA	Herpetosiphon	n
UP000006554	ROSS1	357808	Roseiflexus sp. RS-1	4494	98.3	bacteria_odb12	2053	45.135802579746404	50.13157244382756	NA	NA	Bacteria	NA	Chloroflexi	NA	Chloroflexia	NA	NA	Chloroflexales	Roseiflexineae	NA	Roseiflexaceae	NA	Roseiflexus	n
UP000002008	CHLAA	324602	Chloroflexus aurantiacus	3850	97.4	bacteria_odb12	1998	44.76282968634586	52.548909513270246	NA	NA	Bacteria	NA	Chloroflexi	NA	Chloroflexia	NA	NA	Chloroflexales	Chloroflexineae	NA	Chloroflexaceae	NA	Chloroflexus	n
UP000007030	MARHT	869210	Marinithermus hydrothermalis	2194	92.2	bacteria_odb12	1586	36.626894653604296	24.643530380545588	NA	NA	Bacteria	NA	Deinococcus-Thermus	NA	Deinococci	NA	NA	Thermales	NA	NA	Thermaceae	NA	Marinithermus	n
UP000000379	TRURR	649638	Truepera radiovictrix	2924	92.2	bacteria_odb12	1756	41.382600757165655	25.098771689652253	NA	NA	Bacteria	NA	Deinococcus-Thermus	NA	Deinococci	NA	NA	Trueperales	NA	NA	Trueperaceae	NA	Truepera	n
UP000008635	DEIML	709986	Deinococcus maricopensis	3262	91.4	bacteria_odb12	1818	40.905625869334656	32.82263366383249	NA	NA	Bacteria	NA	Deinococcus-Thermus	NA	Deinococci	NA	NA	Deinococcales	NA	NA	Deinococcaceae	NA	Deinococcus	n
UP000002026	SLAHD	471855	Slackia heliotrinireducens	2750	98.3	bacteria_odb12	1540	29.32915430764121	16.61835440036982	NA	NA	Bacteria	NA	Actinobacteria	NA	Coriobacteriia	NA	NA	Eggerthellales	NA	NA	Eggerthellaceae	NA	Slackia	n
UP000000960	ATOPD	521095	Lancefieldella parvula	1353	97.4	bacteria_odb12	1140	20.189680781606725	12.361174174887854	NA	NA	Bacteria	NA	Actinobacteria	NA	Coriobacteriia	NA	NA	Coriobacteriales	NA	NA	Atopobiaceae	NA	Lancefieldella	n
UP000006637	RUBXD	266117	Rubrobacter xylanophilus	3127	96.6	bacteria_odb12	1736	46.439724624323226	24.280938297996475	NA	NA	Bacteria	NA	Actinobacteria	NA	Rubrobacteria	NA	NA	Rubrobacterales	NA	NA	Rubrobacteraceae	NA	Rubrobacter	n
UP000008229	CONWI	469383	Conexibacter woesei	5912	97.4	bacteria_odb12	2015	51.242898279223205	35.46040971965991	NA	NA	Bacteria	NA	Actinobacteria	NA	Thermoleophilia	NA	NA	Solirubrobacterales	NA	NA	Conexibacteraceae	NA	Conexibacter	n
UP000000771	ACIFD	525909	Acidimicrobium ferrooxidans	1935	95.7	bacteria_odb12	1374	35.907801642981134	26.67474130393743	NA	NA	Bacteria	NA	Actinobacteria	NA	Acidimicrobiia	NA	NA	Acidimicrobiales	NA	NA	Acidimicrobiaceae	NA	Acidimicrobium	n
UP000008221	ACIC1	351607	Acidothermus cellulolyticus	2157	98.3	bacteria_odb12	1592	35.72229707254191	28.344938374359316	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Acidothermales	NA	NA	Acidothermaceae	NA	Acidothermus	n
UP000002484	FRAIE	298654	Frankia inefficax	7079	97.4	bacteria_odb12	2213	52.665562015287975	58.57274150456044	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Frankiales	NA	NA	Frankiaceae	NA	Frankia	n
UP000002219	NOCDD	446468	Nocardiopsis dassonvillei	5497	99.1	bacteria_odb12	2235	49.72023803269069	42.014754425499454	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Streptosporangiales	NA	NA	Nocardiopsaceae	NA	Nocardiopsis	n
UP000001918	THECD	471852	Thermomonospora curvata	4888	100	bacteria_odb12	2159	48.30525297870935	42.82533814738851	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Streptosporangiales	NA	NA	Thermomonosporaceae	NA	Thermomonospora	n
UP000006640	THEBD	469371	Thermobispora bispora	3545	100	bacteria_odb12	1933	40.5287772282125	36.404820130768805	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	NA	NA	NA	NA	NA	Thermobispora	n
UP000002029	STRRD	479432	Streptosporangium roseum	8955	100	bacteria_odb12	2606	55.864047834707456	70.6377612759776	NA	NA	Bacteria	NA	Actinobacteria	NA	Actinobacteria	NA	NA	Streptosporangiales	NA	NA	Streptosporangiaceae	NA	Streptosporangium	n
